Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
80,5024225,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.388428066,0.796142689,1674741.667,2880763.096,5001134,76,5024225,2512112.5,3520007.962,5001134,23091,0,0.0,0.0,0,0,0,0,0,0,72,32,0.597107017,0.199035672,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,65535,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5071563,5,5,392,1008,380,0,78.4,168.6262139,498,0,201.6,270.5860307,276.0490208,1.97177872,563507.0,1026103.325,2414276,4,2657287,664321.75,1111615.551,2325678,36445,5020711,1255177.75,1320186.131,2414280,946,0,0,0,0,124,112,0.98588936,0.98588936,0,498,127.2727273,215.0279474,46237.01818,0,0,0,1,0,0,0,0,1,140.0,78.4,201.6,124,0,0,0,0,0,0,5,392,5,1008,8192,75,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5684374,7,8,3726,3945,1460,0,532.2857143,695.336301,1247,0,493.125,627.2790305,1349.488967,2.638812999,406026.7143,1425862.315,5357728,0,5684374,947395.6667,2161673.591,5357748,192,292104,41729.14286,63088.97998,158961,2,0,0,0,0,152,168,1.231446066,1.407366933,0,1460,479.4375,627.4933167,393747.8625,0,0,0,1,0,0,0,0,1,511.4,532.2857143,493.125,152,0,0,0,0,0,0,7,3726,8,3945,8192,13140,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48757,1,1,49,113,49,49,49.0,0.0,113,113,113.0,0.0,3322.599832,41.01975101,48757.0,0.0,48757,48757,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,20.50987551,20.50987551,49,113,70.33333333,36.95041723,1365.333333,0,0,0,0,0,0,0,0,1,105.5,49.0,113.0,32,0,0,0,0,0,0,1,49,1,113,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,79,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,151898.7342,25316.4557,79.0,0.0,79,79,79,79.0,0.0,79,79,0,0.0,0.0,0,0,0,0,0,0,40,0,25316.4557,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16300,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
20647,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,4380,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,53714,3,4,436,872,430,0,145.3333333,246.5468177,860,0,218.0,428.0093457,24351.19336,130.3198421,8952.333333,11293.10152,23280,4,29808,14904.0,11906.26398,23323,6485,30434,10144.66667,16882.90263,29634,4,0,0,0,0,72,92,55.85136091,74.46848122,0,860,163.5,318.6466919,101535.7143,0,0,0,1,0,0,0,0,1,186.8571429,145.3333333,218.0,72,0,0,0,0,0,0,3,436,4,872,8192,31,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,149228,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,80.41386335,13.40231056,149228.0,0.0,149228,149228,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,6.701155279,6.701155279,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,1,9.0,6.0,6.0,20,0,0,0,0,0,0,1,6,1,6,0,33,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6043718,3,1,12,2,6,0,4.0,3.464101615,2,2,2.0,0.0,2.316454871,0.661844249,2014572.667,3445597.032,5993099,109,6043718,3021859.0,4201967.905,5993099,50619,0,0.0,0.0,0,0,0,0,0,0,72,24,0.496383187,0.165461062,0,6,2.8,3.033150178,9.2,0,0,0,1,0,0,0,0,0,3.5,4.0,2.0,72,0,0,0,0,0,0,3,12,1,2,8192,26883,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,38615,2,2,92,266,46,46,46.0,0.0,133,133,133.0,0.0,9271.008675,103.5866891,12871.66667,22289.18449,38609,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,40,51.79334456,51.79334456,46,133,80.8,47.6518625,2270.7,0,0,0,0,0,0,0,0,1,101.0,46.0,133.0,64,0,0,0,0,0,0,2,92,2,266,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30724,1,1,56,72,56,56,56.0,0.0,72,72,72.0,0.0,4166.124203,65.09569067,30724.0,0.0,30724,30724,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,32,32.54784533,32.54784533,56,72,61.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,92.0,56.0,72.0,20,0,0,0,0,0,0,1,56,1,72,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,2178216,2,2,6,6,6,0,3.0,4.242640687,6,0,3.0,4.242640687,5.509095517,1.836365172,726072.0,1213585.057,2127089,25,51127,51127.0,0.0,51127,51127,2127114,2127114.0,0.0,2127114,2127114,0,0,0,0,52,52,0.918182586,0.918182586,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,1,3.0,3.0,3.0,52,0,0,0,0,0,0,2,6,2,6,8192,106,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30208,1,1,55,111,55,55,55.0,0.0,111,111,111.0,0.0,5495.233051,66.20762712,30208.0,0.0,30208,30208,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,33.10381356,33.10381356,55,111,73.66666667,32.33161507,1045.333333,0,0,0,0,0,0,0,0,1,110.5,55.0,111.0,20,0,0,0,0,0,0,1,55,1,111,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,37,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,324324.3243,54054.05405,37.0,0.0,37,37,37,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0,0,0,40,0,54054.05405,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,16422,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
123,94450,1,1,48,48,48,48,48.0,0.0,48,48,48.0,0.0,1016.410799,21.17522499,94450.0,0.0,94450,94450,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,10.58761249,10.58761249,48,48,48.0,0.0,0.0,0,0,0,0,0,0,0,0,1,72.0,48.0,48.0,32,0,0,0,0,0,0,1,48,1,48,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
139,112,3,1,4,4,4,0,1.333333333,2.309401077,4,4,4.0,0.0,71428.57143,35714.28571,37.33333333,29.29732639,59,4,112,56.0,73.53910524,108,4,0,0.0,0.0,0,0,1,0,0,0,96,32,26785.71429,8928.571429,0,4,2.4,2.19089023,4.8,0,1,0,0,1,0,0,0,0,3.0,1.333333333,4.0,96,0,0,0,0,0,0,3,4,1,4,243,243,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,189,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,63492.06349,10582.01058,189.0,0.0,189,189,189,189.0,0.0,189,189,0,0.0,0.0,0,0,0,0,0,0,40,0,10582.01058,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,256,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5794386,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.070970073,0.690323358,1931462.0,3317287.39,5761890,73,5794386,2897193.0,4051293.349,5761890,32496,0,0.0,0.0,0,0,0,0,0,0,72,32,0.517742518,0.172580839,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,72,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,67565315,12,12,710,974,328,0,59.16666667,125.5836073,478,0,81.16666667,185.3791365,24.92403092,0.355211842,2937622.391,4518035.75,10000000,47,60600000,5506854.818,5175621.475,10000000,1100,67500000,6140128.0,4865675.797,10000000,24669,0,0,0,0,252,324,0.177605921,0.177605921,0,478,67.36,152.6343343,23297.24,0,0,0,1,0,0,0,0,1,70.16666667,59.16666667,81.16666667,252,0,0,0,0,0,0,12,710,12,974,8192,980,11,20,104218.3333,197347.4279,507052,23471,9991682.167,20497.20521,10000000,9949844,BENIGN
53,205,2,2,94,206,47,47,47.0,0.0,103,103,103.0,0.0,1463414.634,19512.19512,68.33333333,75.87050371,152,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,40,40,9756.097561,9756.097561,47,103,69.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,86.75,47.0,103.0,40,0,0,0,0,0,0,2,94,2,206,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,309230,6,7,370,3788,201,0,61.66666667,83.05821252,1460,0,541.1428571,661.7178222,13446.30211,42.03990557,25769.16667,32577.78244,84992,30,223755,44751.0,39669.14811,87687,782,224238,37373.0,46144.55487,102979,49,0,0,0,0,132,152,19.40303334,22.63687223,0,1460,297.0,518.8341961,269188.9231,0,0,0,1,0,0,0,0,1,319.8461538,61.66666667,541.1428571,132,0,0,0,0,0,0,6,370,7,3788,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,657274,8,6,382,3782,201,0,47.75,74.77728838,1460,0,630.3333333,677.2171488,6335.257442,21.30009707,50559.53846,70096.47914,224758,39,657274,93896.28571,73360.3437,224758,24888,473423,94684.6,126186.1722,264910,55,0,0,0,0,172,132,12.17148404,9.128613029,0,1460,277.6,505.5754571,255606.5429,0,0,0,1,0,0,0,0,0,297.4285714,47.75,630.3333333,172,0,0,0,0,0,0,8,382,6,3782,8192,60,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53241,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,64,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54108,293,3,0,43,0,31,6,14.33333333,14.43375673,0,0,0.0,0.0,146757.6792,10238.90785,146.5,142.128463,247,46,293,146.5,142.128463,247,46,0,0.0,0.0,0,0,0,0,0,0,60,0,10238.90785,0.0,6,31,12.25,12.5,156.25,0,0,0,0,1,0,0,0,0,16.33333333,14.33333333,0.0,60,0,0,0,0,0,0,3,43,0,0,31,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,66498,4,2,152,180,38,38,38.0,0.0,90,90,90.0,0.0,4992.631357,90.22827754,13299.6,19309.11932,42339,3,24156,8052.0,13940.41093,24149,3,3,3.0,0.0,3,3,0,0,0,0,80,40,60.15218503,30.07609251,38,90,52.85714286,25.3734019,643.8095238,0,0,0,0,0,0,0,0,0,61.66666667,38.0,90.0,80,0,0,0,0,0,0,4,152,2,180,-1,-1,3,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54676,41934,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,6820.241332,71.54099299,20967.0,29598.07565,41896,38,41934,41934.0,0.0,41934,41934,0,0.0,0.0,0,0,1,0,0,0,40,20,47.69399533,23.84699766,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,3000000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,0,0,0,0,40,0,500000.0,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,43800,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5128378,8,5,374,3165,193,0,46.75,72.45244746,1646,2,633.0,842.6315921,690.0817373,2.534914548,427364.8333,1378419.156,4803342,3,5128378,732625.4286,1795614.902,4803342,3,176751,44187.75,49464.6425,98257,248,0,0,0,0,172,104,1.559947414,0.974967134,0,1646,252.7857143,554.9205319,307936.7967,0,0,0,1,0,0,0,0,0,272.2307692,46.75,633.0,172,0,0,0,0,0,0,8,374,5,3165,8192,30016,7,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21691,226,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,53097.34513,8849.557522,226.0,0.0,226,226,226,226.0,0.0,226,226,0,0.0,0.0,0,0,0,0,0,0,40,0,8849.557522,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,40,0,0,0,0,0,0,2,12,0,0,8727,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,248,2,2,86,198,43,43,43.0,0.0,99,99,99.0,0.0,1145161.29,16129.03226,82.66666667,141.450816,246,1,1,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0,0,0,64,64,8064.516129,8064.516129,43,99,65.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,81.75,43.0,99.0,64,0,0,0,0,0,0,2,86,2,198,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57558,21531,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,13283.1731,139.3339836,10765.5,15163.90492,21488,43,21531,21531.0,0.0,21531,21531,0,0.0,0.0,0,0,1,0,0,0,40,20,92.88932237,46.44466119,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,318430,6,7,370,3788,201,0,61.66666667,83.05821252,1460,0,541.1428571,661.7178222,13057.8149,40.82529912,26535.83333,39881.81392,144003,48,277043,55408.6,50729.94155,144003,20514,276071,46011.83333,71266.621,182869,48,0,0,0,0,132,152,18.84244575,21.98285337,0,1460,297.0,518.8341961,269188.9231,0,0,0,1,0,0,0,0,1,319.8461538,61.66666667,541.1428571,132,0,0,0,0,0,0,6,370,7,3788,8192,60,5,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,19194638,12,13,1697,6376,517,0,141.4166667,203.3494343,1517,0,490.4615385,645.4157078,420.5862075,1.302447069,799776.5833,2256214.173,10200000,4,14400000,1309746.727,3068737.504,10200000,127,19000000,1580826.0,3148764.782,10400000,4,0,0,0,0,392,424,0.625174593,0.677272476,0,1517,310.5,502.5573997,252563.94,0,0,0,1,0,0,0,0,1,322.92,141.4166667,490.4615385,392,0,0,0,0,0,0,12,1697,13,6376,29200,20,5,32,4235182.0,0.0,4235182,4235182,10200000.0,0.0,10200000,10200000,BENIGN
53,145,2,2,86,142,43,43,43.0,0.0,71,71,71.0,0.0,1572413.793,27586.2069,48.33333333,78.51963661,139,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,13793.10345,13793.10345,43,71,54.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,67.75,43.0,71.0,40,0,0,0,0,0,0,2,86,2,142,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56524,4178,5,1,366,6,242,6,73.2,99.2053426,6,6,6.0,0.0,89037.81714,1436.093825,835.6,1845.034092,4136,1,4178,1044.5,2084.333547,4171,1,0,0.0,0.0,0,0,1,0,0,0,100,20,1196.744854,239.3489708,6,242,87.71428571,108.7055875,11816.90476,0,1,0,0,1,0,0,0,0,102.3333333,73.2,6.0,100,0,0,0,0,0,0,5,366,1,6,288,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57600,17556,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,16290.72682,170.8817498,8778.0,12224.46203,17422,134,17556,17556.0,0.0,17556,17556,0,0.0,0.0,0,0,1,0,0,0,40,20,113.9211666,56.96058328,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,662061,1,1,47,79,47,47,47.0,0.0,79,79,79.0,0.0,190.3147897,3.020869678,662061.0,0.0,662061,662061,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,1.510434839,1.510434839,47,79,57.66666667,18.47520861,341.3333333,0,0,0,0,0,0,0,0,1,86.5,47.0,79.0,20,0,0,0,0,0,0,1,47,1,79,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
57213,6301,2,1,280,6,274,6,140.0,189.5046174,6,6,6.0,0.0,45389.6207,476.1149024,3150.5,4346.585384,6224,77,6301,6301.0,0.0,6301,6301,0,0.0,0.0,0,0,1,0,0,0,40,20,317.4099349,158.7049675,6,274,140.0,154.7298721,23941.33333,0,1,0,0,1,0,0,0,0,186.6666667,140.0,6.0,40,0,0,0,0,0,0,2,280,1,6,60,0,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,324415,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,11972.31941,36.98965831,29492.27273,34789.62554,85819,15,324415,54069.16667,35395.04949,98170,1467,129148,32287.0,56630.09942,116812,51,0,0,0,0,152,112,21.57730068,15.41235763,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6014654,4,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.997563617,1202930.8,1998655.232,4695227,49,6014654,2004884.667,2361688.97,4695227,273555,1045880,1045880.0,0.0,1045880,1045880,0,0,0,0,136,80,0.665042411,0.332521206,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,136,0,0,0,0,0,0,4,0,2,0,29200,11584,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30632,2,2,88,200,44,44,44.0,0.0,100,100,100.0,0.0,9401.932619,130.5823975,10210.66667,17641.23925,30581,4,4,4.0,0.0,4,4,47,47.0,0.0,47,47,0,0,0,0,40,40,65.29119875,65.29119875,44,100,66.4,30.67246322,940.8,0,0,0,0,0,0,0,0,1,83.0,44.0,100.0,40,0,0,0,0,0,0,2,88,2,200,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,534104,12,6,814,5365,341,0,67.83333333,116.2550748,2293,0,894.1666667,1005.331272,11568.90793,33.70130162,31417.88235,52531.95539,166957,1,534104,48554.90909,59266.65431,166957,1,442832,88566.4,105697.3348,258896,3,0,0,0,0,396,200,22.46753441,11.23376721,0,2293,325.2105263,668.5418277,446948.1754,0,0,0,1,0,0,0,0,0,343.2777778,67.83333333,894.1666667,396,0,0,0,0,0,0,12,814,6,5365,65535,22,6,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,180349,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,21536.02182,66.53765754,16395.36364,34048.62644,85245,48,180349,30058.16667,44532.13324,89624,193,89964,22491.0,42150.80705,85658,48,0,0,0,0,152,112,38.81363357,27.72402398,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53156,101302,2,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,177.6865215,49.35736708,25325.5,50511.04433,101092,2,101302,101302.0,0.0,101302,101302,49,24.5,31.81980515,47,2,0,0,0,0,64,60,19.74294683,29.61442025,0,6,3.0,3.286335345,10.8,0,0,0,0,1,0,0,0,1,3.6,0.0,6.0,64,0,0,0,0,0,0,2,0,3,18,122,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,110832,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,35044.0306,108.2719792,10075.63636,18369.53477,48130,49,110832,18472.0,24007.48617,52580,213,52797,13199.25,23565.45188,48436,49,0,0,0,0,152,112,63.15865454,45.11332467,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,388770,3,5,1490,848,1484,0,496.6666667,855.0610115,828,2,169.6,368.0608645,6013.838516,20.57771947,55538.57143,67943.95891,128596,4,256490,128245.0,564.2712114,128644,127846,260953,65238.25,72911.9767,128625,4,0,0,0,0,72,104,7.716644803,12.86107467,0,1484,259.7777778,533.9273775,285078.4444,0,0,0,1,0,0,0,0,1,292.25,496.6666667,169.6,72,0,0,0,0,0,0,3,1490,5,848,8192,5576,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5335149,9,9,407,7224,220,0,45.22222222,76.65797052,1460,0,802.6666667,710.3998874,1430.325564,3.373851414,313832.2941,1262747.722,5213761,15,5335149,666893.625,1837352.003,5213761,15,53472,6684.0,9876.85294,24513,48,0,0,0,0,192,192,1.686925707,1.686925707,0,1460,401.6315789,616.2780046,379798.5789,0,0,0,1,0,0,0,0,1,423.9444444,45.22222222,802.6666667,192,0,0,0,0,0,0,9,407,9,7224,8192,31,8,20,121373.0,0.0,121373,121373,5213761.0,0.0,5213761,5213761,BENIGN
443,321407,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,12084.36655,37.33583898,29218.81818,50248.14759,141819,48,321407,53567.83333,60253.50675,141819,138,230892,57723.0,112761.8158,226846,48,0,0,0,0,152,112,21.77923941,15.55659958,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,152,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,5757422,3,1,12,2,6,0,4.0,3.464101615,2,2,2.0,0.0,2.431643885,0.694755396,1919140.667,3132293.029,5533696,51,5757422,2878711.0,3754715.795,5533696,223726,0,0.0,0.0,0,0,0,0,0,0,80,24,0.521066547,0.173688849,0,6,2.8,3.033150178,9.2,0,0,0,1,0,0,0,0,0,3.5,4.0,2.0,80,0,0,0,0,0,0,3,12,1,2,29200,14600,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,48525,2,2,82,138,41,41,41.0,0.0,69,69,69.0,0.0,4533.745492,82.43173622,16175.0,28009.85964,48518,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,40,41.21586811,41.21586811,41,69,52.2,15.33623161,235.2,0,0,0,0,0,0,0,0,1,65.25,41.0,69.0,64,0,0,0,0,0,0,2,82,2,138,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,232450,2,2,80,286,40,40,40.0,0.0,143,143,143.0,0.0,1574.532157,17.20800172,77483.33333,134201.606,232446,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,40,40,8.60400086,8.60400086,40,143,81.2,56.41542342,3182.7,0,0,0,0,0,0,0,0,1,101.5,40.0,143.0,40,0,0,0,0,0,0,2,80,2,286,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,24984507,13,9,1266,3766,905,0,97.38461538,249.1146117,1460,0,418.4444444,607.5833505,201.4048146,0.880545692,1189738.429,3090841.671,10000000,1,25000000,2082042.25,3929091.843,10100000,1,20400000,2556211.75,4625134.797,10100000,2,0,0,0,0,280,192,0.520322454,0.360223238,0,1460,218.7826087,441.9067113,195281.5415,0,0,0,1,0,0,0,0,0,228.7272727,97.38461538,418.4444444,280,0,0,0,0,0,0,13,1266,9,3766,29200,63,12,20,212038.0,249304.6378,388323,35753,10000000.0,21822.02237,10000000,9997397,BENIGN
80,5334215,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.749876036,1778071.667,3059370.065,5310702,35,5334215,2667107.5,3738607.195,5310702,23513,0,0.0,0.0,0,0,0,0,0,0,104,40,0.562407027,0.187469009,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,104,0,0,0,0,0,0,3,0,1,0,29200,28960,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
32778,48,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,645833.3333,41666.66667,48.0,0.0,48,48,48,48.0,0.0,48,48,0,0.0,0.0,0,0,1,0,0,0,64,0,41666.66667,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,64,0,0,0,0,0,0,2,31,0,0,972,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53001,17397,3,0,649,0,649,0,216.3333333,374.7003247,0,0,0.0,0.0,37305.28252,172.4435247,8698.5,12297.29403,17394,3,17397,8698.5,12297.29403,17394,3,0,0.0,0.0,0,0,0,0,0,0,96,0,172.4435247,0.0,0,649,162.25,324.5,105300.25,0,0,0,0,1,0,0,0,0,216.3333333,216.3333333,0.0,96,0,0,0,0,0,0,3,649,0,0,451,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
